,ID,Photo,Name,Age,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
250,185221,https://cdn.sofifa.org/players/4/18/185221.png,Luiz Gustavo,29,Brazil,https://cdn.sofifa.org/flags/54.png,80,80,Olympique de Marseille,https://cdn.sofifa.org/24/18/teams/219.png,€11.5M,€37K,1971,65,88,65,62,72,76,61,42,68,46,45,10,6,11,12,13,73,83,75,75,71,74,58,51,79,77,80,85,64,77,83,78,68,54,68.0,79.0,78.0,66.0,73.0,68.0,76.0,79.0,73.0,78.0,66.0,67.0,65.0,65.0,75.0,CB CM CDM ,68.0,76.0,79.0,73.0,78.0,66.0,67.0,65.0,65.0,75.0,65.0
251,184826,https://cdn.sofifa.org/players/4/18/184826.png,Adrien Silva,28,Portugal,https://cdn.sofifa.org/flags/38.png,83,83,,https://cdn.sofifa.org/flags/38.png,€0,€0,2174,64,79,73,67,85,82,78,79,82,71,75,15,6,8,10,7,61,84,56,84,80,80,85,75,77,83,83,73,65,89,78,62,85,75,80.0,75.0,81.0,78.0,82.0,80.0,78.0,75.0,82.0,81.0,78.0,79.0,74.0,78.0,79.0,CDM CM ,80.0,78.0,75.0,82.0,81.0,78.0,79.0,74.0,78.0,79.0,74.0
252,184431,https://cdn.sofifa.org/players/4/18/184431.png,S. Giovinco,30,Italy,https://cdn.sofifa.org/flags/27.png,83,83,Toronto FC,https://cdn.sofifa.org/24/18/teams/111651.png,€25M,€15K,1961,88,75,92,93,87,88,73,86,86,83,89,6,3,6,3,3,34,26,34,75,81,23,77,84,82,79,79,28,81,77,29,42,82,75,83.0,41.0,57.0,83.0,76.0,83.0,54.0,41.0,76.0,57.0,83.0,82.0,76.0,83.0,60.0,ST CF ,83.0,54.0,41.0,76.0,57.0,83.0,82.0,76.0,83.0,60.0,76.0
253,184120,https://cdn.sofifa.org/players/4/18/184120.png,Bruno,33,Spain,https://cdn.sofifa.org/flags/45.png,84,84,Villarreal CF,https://cdn.sofifa.org/24/18/teams/483.png,€18.5M,€59K,2059,42,79,53,59,83,86,60,72,75,66,77,13,10,9,11,8,61,85,66,86,81,70,75,69,84,87,84,85,41,76,84,77,83,48,76.0,78.0,82.0,74.0,82.0,76.0,74.0,78.0,82.0,82.0,74.0,72.0,71.0,71.0,75.0,CDM CM ,76.0,74.0,78.0,82.0,82.0,74.0,72.0,71.0,71.0,75.0,71.0
254,183574,https://cdn.sofifa.org/players/4/18/183574.png,M. Kruse,29,Germany,https://cdn.sofifa.org/flags/21.png,82,82,SV Werder Bremen,https://cdn.sofifa.org/24/18/teams/38.png,€22M,€47K,2053,74,63,75,76,86,86,81,80,82,86,69,12,7,5,13,9,63,41,66,80,80,32,89,85,85,83,81,34,69,76,38,69,84,80,83.0,52.0,63.0,82.0,79.0,83.0,59.0,52.0,79.0,63.0,82.0,82.0,80.0,82.0,64.0,CAM ST CF ,83.0,59.0,52.0,79.0,63.0,82.0,82.0,80.0,82.0,64.0,80.0
255,183376,https://cdn.sofifa.org/players/4/18/183376.png,L. Fejsa,28,Serbia,https://cdn.sofifa.org/flags/51.png,82,82,SL Benfica,https://cdn.sofifa.org/24/18/teams/234.png,€18M,€18K,1942,52,91,56,56,71,75,50,43,68,49,57,14,12,13,11,14,73,87,73,74,62,79,56,50,78,78,73,77,54,88,84,83,63,53,66.0,80.0,80.0,64.0,72.0,66.0,74.0,80.0,72.0,80.0,64.0,65.0,64.0,62.0,74.0,CM CDM ,66.0,74.0,80.0,72.0,80.0,64.0,65.0,64.0,62.0,74.0,64.0
256,181786,https://cdn.sofifa.org/players/4/18/181786.png,V. Ćorluka,31,Croatia,https://cdn.sofifa.org/flags/10.png,82,82,Lokomotiv Moscow,https://cdn.sofifa.org/24/18/teams/100765.png,€15M,€54K,1922,49,81,57,46,73,78,68,69,65,47,60,15,9,12,14,6,83,77,86,72,53,83,49,45,77,70,64,82,65,80,83,84,60,38,63.0,80.0,77.0,62.0,69.0,63.0,76.0,80.0,69.0,77.0,62.0,65.0,62.0,62.0,74.0,CB ,63.0,76.0,80.0,69.0,77.0,62.0,65.0,62.0,62.0,74.0,62.0
257,181291,https://cdn.sofifa.org/players/4/18/181291.png,G. Wijnaldum,26,Netherlands,https://cdn.sofifa.org/flags/34.png,82,85,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,€27M,€130K,2167,79,64,82,80,84,79,67,76,85,74,70,16,6,14,12,6,72,70,82,74,71,60,74,82,82,83,78,64,82,87,69,71,78,73,81.0,70.0,74.0,81.0,80.0,81.0,74.0,70.0,80.0,74.0,81.0,80.0,78.0,80.0,75.0,CAM CM ,81.0,74.0,70.0,80.0,74.0,81.0,80.0,78.0,80.0,75.0,78.0
258,180819,https://cdn.sofifa.org/players/4/18/180819.png,A. Lallana,29,England,https://cdn.sofifa.org/flags/14.png,83,83,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,€25M,€135K,2141,74,74,83,76,86,80,74,77,85,79,66,6,15,14,8,11,67,68,73,77,72,60,70,77,78,86,72,62,72,90,67,67,83,72,82.0,69.0,75.0,80.0,81.0,82.0,73.0,69.0,81.0,75.0,80.0,81.0,77.0,80.0,75.0,CM ,82.0,73.0,69.0,81.0,75.0,80.0,81.0,77.0,80.0,75.0,77.0
259,178509,https://cdn.sofifa.org/players/4/18/178509.png,O. Giroud,30,France,https://cdn.sofifa.org/flags/18.png,82,82,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,€21.5M,€140K,1933,51,76,59,52,82,78,64,70,72,83,65,12,15,11,6,5,90,41,82,56,74,26,81,83,82,77,85,20,55,74,37,90,75,82,75.0,55.0,59.0,77.0,71.0,75.0,53.0,55.0,71.0,59.0,77.0,72.0,80.0,73.0,56.0,ST ,75.0,53.0,55.0,71.0,59.0,77.0,72.0,80.0,73.0,56.0,80.0
260,178372,https://cdn.sofifa.org/players/4/18/178372.png,B. Ivanović,33,Serbia,https://cdn.sofifa.org/flags/51.png,82,82,Zenit St. Petersburg,https://cdn.sofifa.org/24/18/teams/100769.png,€9M,€73K,1984,63,86,57,47,66,81,72,70,58,57,48,15,9,13,11,13,85-1,79,83,74,62,84-1,58,61,76,71,73,82-1,61,78,82-1,85,57,48,64.0,81.0,76.0,64.0,68.0,64.0,76.0,81.0,68.0,76.0,64.0,66.0,67.0,64.0,74.0,RB CB ,64.0,76.0,81.0,68.0,76.0,64.0,66.0,67.0,64.0,74.0,67.0
261,178086,https://cdn.sofifa.org/players/4/18/178086.png,Adán,30,Spain,https://cdn.sofifa.org/flags/45.png,81,81,Real Betis Balompié,https://cdn.sofifa.org/24/18/teams/449.png,€11.5M,€24K,1273,55,41,55,51,15,56,12,11,12,11,12,80,83,72,81,82,23,20,71,43,12,11,25,11,76,34,25,18,55,35,14,77,35,15,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
262,177683,https://cdn.sofifa.org/players/4/18/177683.png,Y. Sommer,28,Switzerland,https://cdn.sofifa.org/flags/47.png,83,84,Borussia Mönchengladbach,https://cdn.sofifa.org/24/18/teams/23.png,€21M,€39K,1299,48,38,55,58,25,57,13,12,15,13,13,81,82,83,80,83,10,21,69,31,12,11,24,15,80,40,23,12,54,45,19,68,58,8,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
263,177413,https://cdn.sofifa.org/players/4/18/177413.png,A. Witsel,28,Belgium,https://cdn.sofifa.org/flags/7.png,82,82,,https://cdn.sofifa.org/flags/7.png,€0,€0,2143,67,78,82,60,85,86,69,69,83,71,68,5,7,7,10,7,77,80,72,78,74,69,81,75,81,83,78,71,74,85,73,79,78,67,79.0,76.0,79.0,78.0,80.0,79.0,76.0,76.0,80.0,79.0,78.0,78.0,77.0,78.0,77.0,CAM CDM CM ,79.0,76.0,76.0,80.0,79.0,78.0,78.0,77.0,78.0,77.0,77.0
264,176600,https://cdn.sofifa.org/players/4/18/176600.png,K. Gameiro,30,France,https://cdn.sofifa.org/flags/18.png,83,83,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,€25M,€73K,2040,88,66,82,77,80,85,70,76,76,86,70,6,10,8,8,6,67,38,84,72,76,23,85,86,85,79,84,39,86,76,33,64,76,78,80.0,51.0,59.0,81.0,74.0,80.0,59.0,51.0,74.0,59.0,81.0,80.0,81.0,80.0,62.0,ST ,80.0,59.0,51.0,74.0,59.0,81.0,80.0,81.0,80.0,62.0,81.0
265,176266,https://cdn.sofifa.org/players/4/18/176266.png,Lucas Leiva,30,Brazil,https://cdn.sofifa.org/flags/54.png,79,79,Lazio,https://cdn.sofifa.org/24/18/teams/46.png,€9.5M,€54K,1862,50,83,70,72,73,78,63,66,69,23,47,10,8,8,5,6,65,84,82,72,35,77,61,49,79,77,71,79,41,72,80,71,67,47,63.0,77.0,77.0,60.0,70.0,63.0,72.0,77.0,70.0,77.0,60.0,63.0,56.0,60.0,72.0,CB CDM ,63.0,72.0,77.0,70.0,77.0,60.0,63.0,56.0,60.0,72.0,56.0
266,164468,https://cdn.sofifa.org/players/4/18/164468.png,G. Cahill,31,England,https://cdn.sofifa.org/flags/14.png,84,84,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,€21M,€160K,1839,62,84,62,51,63,75,28,48,58,56,27,5,12,9,5,12,86,83,82,61,66,84,53,45,85,65,63,84,63,69,85,80,56,47,61.0,82.0,75.0,61.0,65.0,61.0,73.0,82.0,65.0,75.0,61.0,58.0,64.0,58.0,69.0,CB ,61.0,73.0,82.0,65.0,75.0,61.0,58.0,64.0,58.0,69.0,64.0
267,163705,https://cdn.sofifa.org/players/4/18/163705.png,S. Mandanda,32,France,https://cdn.sofifa.org/flags/18.png,82,82,Olympique de Marseille,https://cdn.sofifa.org/24/18/teams/219.png,€12.5M,€31K,1217,53,37,52,36,17,63,14,13,15,13,12,86,78,77,77,85,13,23,74,28,11,10,11,11,79,37,24,13,43,31,15,61,55,13,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
268,163587,https://cdn.sofifa.org/players/4/18/163587.png,K. Schmeichel,30,Denmark,https://cdn.sofifa.org/flags/13.png,83,84,Leicester City,https://cdn.sofifa.org/24/18/teams/95.png,€19M,€65K,1355,62,33,62,47,40,52,18,13,12,12,15,83,82,82,80,86,16,20,60,46,14,14,26,14,80,44,36,13,60,35,14,62,59,15,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
269,163489,https://cdn.sofifa.org/players/4/18/163489.png,A. Consigli,30,Italy,https://cdn.sofifa.org/flags/27.png,82,82,Sassuolo,https://cdn.sofifa.org/24/18/teams/111974.png,€14M,€52K,1182,48,11,57,40,23,50,10,15,10,10,15,82,83,72,81,84,10,15,80,27,19,12,21,10,75,31,24,19,34,31,17,51,46,19,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
270,162347,https://cdn.sofifa.org/players/4/18/162347.png,João Moutinho,30,Portugal,https://cdn.sofifa.org/flags/38.png,82,82,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,€20.5M,€48K,2192,73,74,79,84,82,86,77,82,81,74,79,13,15,15,13,13,70,72,79,82,80,68,70,73,75,84,76,68,65,84,72,64,80,76,79.0,71.0,76.0,77.0,80.0,79.0,74.0,71.0,80.0,76.0,77.0,78.0,75.0,78.0,75.0,CAM CDM CM ,79.0,74.0,71.0,80.0,76.0,77.0,78.0,75.0,78.0,75.0,75.0
271,161956,https://cdn.sofifa.org/players/4/18/161956.png,Borja Valero,32,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Inter,https://cdn.sofifa.org/24/18/teams/44.png,€20M,€80K,2089,73,52,80,82,88,80,78,78,86,67,76,5,4,10,8,7,60,70,67,86,70,58,72,76,84,89,72,62,67,74,66,66,86,70,82.0,66.0,75.0,80.0,82.0,82.0,72.0,66.0,82.0,75.0,80.0,81.0,74.0,80.0,74.0,CF CM CAM ,82.0,72.0,66.0,82.0,75.0,80.0,81.0,74.0,80.0,74.0,74.0
272,158963,https://cdn.sofifa.org/players/4/18/158963.png,L. Biglia,31,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Milan,https://cdn.sofifa.org/24/18/teams/47.png,€17.5M,€105K,2129,70,83,76,78,85,80,74,71,77,50,76,14,12,7,12,7,54,84,62,84,75,70,72,55,82,86,77,78,68,82,80,70,80,78,76.0,75.0,81.0,73.0,80.0,76.0,78.0,75.0,80.0,81.0,73.0,75.0,68.0,73.0,79.0,CM CDM ,76.0,78.0,75.0,80.0,81.0,73.0,75.0,68.0,73.0,79.0,68.0
273,146760,https://cdn.sofifa.org/players/4/18/146760.png,Juanfran,32,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,€14.5M,€62K,2080,76,78,75,62,79,74,83,80,77,54,59,11,14,10,15,7,59,78,68,66,53,83,66,68,82,77,68,81,87,85,84,74,72,49,73.0,78.0,78.0,72.0,75.0,73.0,81.0,78.0,75.0,78.0,72.0,76.0,69.0,74.0,81.0,RB ,73.0,81.0,78.0,75.0,78.0,72.0,76.0,69.0,74.0,81.0,69.0
274,146748,https://cdn.sofifa.org/players/4/18/146748.png,Diego López,35,Spain,https://cdn.sofifa.org/flags/45.png,83,83,RCD Espanyol,https://cdn.sofifa.org/24/18/teams/452.png,€6M,€19K,1200,34,36,48,47,23,62,11,10,11,12,11,77,84,76,83,80,10,16,68,23,11,14,21,11,79,28,22,14,52,42,13,66,53,14,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
275,5479,https://cdn.sofifa.org/players/4/18/5479.png,Casillas,36,Spain,https://cdn.sofifa.org/flags/45.png,83,83,FC Porto,https://cdn.sofifa.org/24/18/teams/236.png,€3.5M,€10K,1293,59,23,62,46,23,70,13,25,25,12,13,86,74,58,80,85,25,22,77,22,13,11,24,16,77,21,28,13,57,43,11,70,65,14,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
276,232363,https://cdn.sofifa.org/players/4/18/232363.png,M. Škriniar,22,Slovakia,https://cdn.sofifa.org/flags/43.png,74,81,Inter,https://cdn.sofifa.org/24/18/teams/44.png,€7M,€41K,1656,64,74,37,48,65,67,43,38,42,41,39,10,13,12,8,12,75,70,76,61,35,75,58,36,65,67,54,77,63,64,79,69,41,45,52.0,73.0,68.0,52.0,58.0,52.0,68.0,73.0,58.0,68.0,52.0,54.0,54.0,51.0,65.0,CB ,52.0,68.0,73.0,58.0,68.0,52.0,54.0,54.0,51.0,65.0,54.0
277,231677,https://cdn.sofifa.org/players/4/18/231677.png,M. Rashford,19,England,https://cdn.sofifa.org/flags/14.png,80,89,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,€22M,€74K,2006,93,67,90,78,79,74,72,74,83,79,73,11,6,15,7,14,68,42,63,65,66,22,74,81,78+2,74,82,25,92,83,32,73,73,72+1,78.0,50.0,57.0,80.0,71.0,78.0,58.0,50.0,71.0,57.0,80.0,79.0,79.0,80.0,61.0,RM ST LM ,78.0,58.0,50.0,71.0,57.0,80.0,79.0,79.0,80.0,61.0,79.0
278,227928,https://cdn.sofifa.org/players/4/18/227928.png,Nélson Semedo,23,Portugal,https://cdn.sofifa.org/flags/38.png,81,87,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,€20.5M,€125K,2037,91,77,88,83,78,75,75,61,80,50,30,16,12,10,14,12,58,80,80,65,60,76,38,73,82,74,74,78,92,90,77,59,62,42,73.0,74.0,76.0,73.0,73.0,73.0,80.0,74.0,73.0,76.0,73.0,76.0,69.0,75.0,80.0,RB ,73.0,80.0,74.0,73.0,76.0,73.0,76.0,69.0,75.0,80.0,69.0
279,221087,https://cdn.sofifa.org/players/4/18/221087.png,Pau López,22,Spain,https://cdn.sofifa.org/flags/45.png,78,83,RCD Espanyol,https://cdn.sofifa.org/24/18/teams/452.png,€10M,€19K,1268,45,39,40,57,16,36,24,23,18,19,21,76,77,75,79,77,15,16,68,41,18,12,25,20,73,38,21,11,52,42,20,52,41,17,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
280,221087,https://cdn.sofifa.org/players/4/18/221087.png,Pau López,22,Spain,https://cdn.sofifa.org/flags/45.png,78,83,RCD Espanyol,https://cdn.sofifa.org/24/18/teams/452.png,€10M,€19K,1268,45,39,40,57,16,36,24,23,18,19,21,76,77,75,79,77,15,16,68,41,18,12,25,20,73,38,21,11,52,42,20,52,41,17,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
281,216354,https://cdn.sofifa.org/players/4/18/216354.png,A. Kramarić,26,Croatia,https://cdn.sofifa.org/flags/10.png,81,83,TSG 1899 Hoffenheim,https://cdn.sofifa.org/24/18/teams/10029.png,€22M,€50K,1949,78,73,79,77,84,77,70,68,86,82,71,8,14,14,7,15,69,21,69,53,78,20,84,84,81,79,82,26,69,76,20,68,66,78,78.0,45.0,52.0,80.0,70.0,78.0,52.0,45.0,70.0,52.0,80.0,77.0,80.0,79.0,56.0,LW ST ,78.0,52.0,45.0,70.0,52.0,80.0,77.0,80.0,79.0,56.0,80.0
282,216201,https://cdn.sofifa.org/players/4/18/216201.png,Williams,23,Spain,https://cdn.sofifa.org/flags/45.png,81,87,Athletic Club de Bilbao,https://cdn.sofifa.org/24/18/teams/448.png,€24.5M,€31K,1953,92,66,78,43,81,71,78,49,82,78,53,14,15,14,10,13,67,21,84,66,76,28,64,76,78,79,85,31,94,77,38,84,75,64,79.0,51.0,57.0,80.0,72.0,79.0,58.0,51.0,72.0,57.0,80.0,80.0,79.0,81.0,61.0,LW ST RW ,79.0,58.0,51.0,72.0,57.0,80.0,80.0,79.0,81.0,61.0,79.0
283,216194,https://cdn.sofifa.org/players/4/18/216194.png,Dani García,27,Spain,https://cdn.sofifa.org/flags/45.png,81,82,SD Eibar,https://cdn.sofifa.org/24/18/teams/467.png,€17M,€26K,1938,57,88,67,72,81,71,55,61,66,51,57,6,14,14,6,11,46,82,65,81,58,68,58,60,72,86,74,75,40,88,79,74,74,52,70.0,73.0,80.0,67.0,77.0,70.0,71.0,73.0,77.0,80.0,67.0,68.0,63.0,65.0,73.0,CDM ,70.0,71.0,73.0,77.0,80.0,67.0,68.0,63.0,65.0,73.0,63.0
284,215785,https://cdn.sofifa.org/players/4/18/215785.png,K. Baldé Diao,22,Senegal,https://cdn.sofifa.org/flags/136.png,82,90,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,€32.5M,€46K,1929,93,54,82,77,89,79,75,70,87,79,52,12,8,13,8,15,58,31,66,64,74,17,58,78,76,76,78,28,92,73,29,76,73,68,80.0,46.0,55.0,81.0,72.0,80.0,56.0,46.0,72.0,55.0,81.0,81.0,79.0,82.0,60.0,ST LW ,80.0,56.0,46.0,72.0,55.0,81.0,81.0,79.0,82.0,60.0,79.0
285,212814,https://cdn.sofifa.org/players/4/18/212814.png,João Mário,24,Portugal,https://cdn.sofifa.org/flags/38.png,83,88,Inter,https://cdn.sofifa.org/24/18/teams/44.png,€34M,€70K,2098,71,61,81,70,85,85,77,74,84,66,67,6,15,8,8,8,55,78,63,78,73,67,66,80,82,83,77,61,75,84,75,69,82,69,80.0,70.0,77.0,79.0,81.0,80.0,74.0,70.0,81.0,77.0,79.0,80.0,74.0,79.0,77.0,CAM CM ,80.0,74.0,70.0,81.0,77.0,79.0,80.0,74.0,79.0,77.0,74.0
286,212523,https://cdn.sofifa.org/players/4/18/212523.png,Anderson Talisca,23,Brazil,https://cdn.sofifa.org/flags/54.png,79,84,Beşiktaş JK,https://cdn.sofifa.org/24/18/teams/327.png,€17M,€15K,2096,73,65,73,60,77,74,78,86,77,79,87,13,11,13,12,10,76+2,63,52,77,87,50,71,84,77,77,84,45,76,76,64,72,75,76,78.0,64.0,69.0,78.0,76.0,78.0,67.0,64.0,76.0,69.0,78.0,77.0,79.0,78.0,69.0,CM ST CAM ,78.0,67.0,64.0,76.0,69.0,78.0,77.0,79.0,78.0,69.0,79.0
287,211320,https://cdn.sofifa.org/players/4/18/211320.png,D. Rugani,22,Italy,https://cdn.sofifa.org/flags/27.png,80,88,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,€19M,€88K,1691,54,70,59,53,65,70,40,45,64,33,25,5,10,5,5,5,80,84,81,59,39,84,36,28,74,65,58,82,66,68,84,80,50,35,56.0,79.0,73.0,55.0,61.0,56.0,72.0,79.0,61.0,73.0,55.0,56.0,55.0,54.0,70.0,CB ,56.0,72.0,79.0,61.0,73.0,55.0,56.0,55.0,54.0,70.0,55.0
288,210896,https://cdn.sofifa.org/players/4/18/210896.png,M. Sanson,22,France,https://cdn.sofifa.org/flags/18.png,81,87,Olympique de Marseille,https://cdn.sofifa.org/24/18/teams/219.png,€24M,€34K,2183,77,76,83,69,80,77,79,75,81,75,70,6,16,16,9,9,69,80,75,82,72,73,68,74,79,83,79,76,75,79,72-5,76,80,70,79.0,75.0,78.0,78.0,80.0,79.0,77.0,75.0,80.0,78.0,78.0,79.0,76.0,78.0,78.0,CDM CM ,79.0,77.0,75.0,80.0,78.0,78.0,79.0,76.0,78.0,78.0,76.0
289,210243,https://cdn.sofifa.org/players/4/18/210243.png,Ricardo Pereira,23,Portugal,https://cdn.sofifa.org/flags/38.png,80,86,FC Porto,https://cdn.sofifa.org/24/18/teams/236.png,€17M,€15K,2120,89,75,84,78,78,81,80,76,83,60,42,16,12,15,11,11,64,79,76,78,62,78,53,78,80,80,67,75,88,82,80,62,75,53,78.0,75.0,78.0,76.0,78.0,78.0,79.0,75.0,78.0,78.0,76.0,80.0,72.0,78.0,80.0,RM LB RB ,78.0,79.0,75.0,78.0,78.0,76.0,80.0,72.0,78.0,80.0,72.0
290,209297,https://cdn.sofifa.org/players/4/18/209297.png,Fred,24,Brazil,https://cdn.sofifa.org/flags/54.png,80,85,Shakhtar Donetsk,https://cdn.sofifa.org/24/18/teams/101059.png,€19.5M,€1K,2123,80,73,84,87,84,79,67,70,79,71,59,7,16,15,11,15,55,69,84,77,74,75,65,69,82,85,69,69,84,88,75,45,76,64,79.0,70.0,76.0,77.0,79.0,79.0,76.0,70.0,79.0,76.0,77.0,79.0,72.0,78.0,77.0,CAM CDM CM ,79.0,76.0,70.0,79.0,76.0,77.0,79.0,72.0,78.0,77.0,72.0
291,208670,https://cdn.sofifa.org/players/4/18/208670.png,H. Ziyech,24,Morocco,https://cdn.sofifa.org/flags/129.png,81,85,Ajax,https://cdn.sofifa.org/24/18/teams/245.png,€23M,€16K,2043,74,66,77,60,80,78,86,90,79,70,83,11,7,11,8,14,53,66,42,82,75,44,74,75,82,86,80,36,77,77,54,59,88,77,80.0,58.0,69.0,78.0,80.0,80.0,66.0,58.0,80.0,69.0,78.0,80.0,74.0,79.0,70.0,CAM CM ,80.0,66.0,58.0,80.0,69.0,78.0,80.0,74.0,79.0,70.0,74.0
292,207993,https://cdn.sofifa.org/players/4/18/207993.png,S. Kolašinac,24,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,80,83,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,€15.5M,€91K,1888,73,91,52,55,69,70,74,43,63,42,25,15,9,16,7,9,73,71,76,49,52,78,44,62,78,68,82,84,82,85,83,91,56,31,63.0,79.0,73.0,65.0,65.0,63.0,77.0,79.0,65.0,73.0,65.0,67.0,66.0,65.0,76.0,LM LB ,63.0,77.0,79.0,65.0,73.0,65.0,67.0,66.0,65.0,76.0,66.0
293,207494,https://cdn.sofifa.org/players/4/18/207494.png,J. Lingard,24,England,https://cdn.sofifa.org/flags/14.png,78,80,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,€13M,€95K,2005,84,66,85,84,82,75,72,74,79,72,56,14,10,8,13,9,61,53,65,65,80,52,65,79,75,75,76,44,83,79,46,61,74,64,77.0,58.0,64.0,78.0,73.0,77.0,64.0,58.0,73.0,64.0,78.0,77.0,75.0,78.0,67.0,RW LM LW RM ,77.0,64.0,58.0,73.0,64.0,78.0,77.0,75.0,78.0,67.0,75.0
294,207494,https://cdn.sofifa.org/players/4/18/207494.png,J. Lingard,24,England,https://cdn.sofifa.org/flags/14.png,78,80,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,€13M,€95K,2005,84,66,85,84,82,75,72,74,79,72,56,14,10,8,13,9,61,53,65,65,80,52,65,79,75,75,76,44,83,79,46,61,74,64,77.0,58.0,64.0,78.0,73.0,77.0,64.0,58.0,73.0,64.0,78.0,77.0,75.0,78.0,67.0,RW LM LW RM ,77.0,64.0,58.0,73.0,64.0,78.0,77.0,75.0,78.0,67.0,75.0
295,207471,https://cdn.sofifa.org/players/4/18/207471.png,F. Vázquez,28,Italy,https://cdn.sofifa.org/flags/27.png,82,82,Sevilla FC,https://cdn.sofifa.org/24/18/teams/481.png,€22.5M,€27K,1992,62,80,71,48,89,85,73,82,88,77,68,14,15,13,9,7,68,54,49,74,83,33,67,74,81,83,74,37,66,72,40,78,84,79,81.0,57.0,66.0,80.0,78.0,81.0,60.0,57.0,78.0,66.0,80.0,79.0,77.0,79.0,64.0,CF CM CAM ,81.0,60.0,57.0,78.0,66.0,80.0,79.0,77.0,79.0,64.0,77.0
296,206652,https://cdn.sofifa.org/players/4/18/206652.png,Sergio Rico,23,Spain,https://cdn.sofifa.org/flags/45.png,82,87,Sevilla FC,https://cdn.sofifa.org/24/18/teams/481.png,€21.5M,€16K,1225,50,27,62,43,12,29,17,24,14,14,20,79,80,78,82,83,11,23,63,23,12,18,24,11,80,23,19,11,53,31,11,67,45,15,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
297,205923,https://cdn.sofifa.org/players/4/18/205923.png,B. Davies,24,Wales,https://cdn.sofifa.org/flags/50.png,78,82,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,€11M,€66K,1950,78,67,72,65,77,73,77,64,73,55,48,11,7,6,7,14,66,76,70,68,48,80,54,64,73,75,60,81,74,80,80,73,70,37,70.0,75.0,75.0,69.0,72.0,70.0,77.0,75.0,72.0,75.0,69.0,73.0,66.0,71.0,77.0,LWB CB LB ,70.0,77.0,75.0,72.0,75.0,69.0,73.0,66.0,71.0,77.0,66.0
298,205452,https://cdn.sofifa.org/players/4/18/205452.png,A. Rüdiger,24,Germany,https://cdn.sofifa.org/flags/21.png,82,86,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,€24.5M,€105K,1838,73,89,63,50,68,73,68,34,59,27,56,14,15,10,12,8,78,79,74,65,40,82,40,33,82,70,70,81,75,65,84,83,57,34,59.0,81.0,75.0,58.0,64.0,59.0,76.0,81.0,64.0,75.0,58.0,62.0,58.0,59.0,74.0,RB CB ,59.0,76.0,81.0,64.0,75.0,58.0,62.0,58.0,59.0,74.0,58.0
299,205362,https://cdn.sofifa.org/players/4/18/205362.png,M. Nastasić,24,Serbia,https://cdn.sofifa.org/flags/51.png,80,84,FC Schalke 04,https://cdn.sofifa.org/24/18/teams/34.png,€16.5M,€38K,1730,66,78,64,58,64,78,46,47,35,27,28,11,16,11,15,13,79,78,81,67,22,81,47,30,79,69,44,86,74,65,84,78,55,32,54.0,79.0,74.0,51.0,61.0,54.0,74.0,79.0,61.0,74.0,51.0,55.0,51.0,51.0,70.0,CB ,54.0,74.0,79.0,61.0,74.0,51.0,55.0,51.0,51.0,70.0,51.0
